invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I254622,15,Male,29,Sports Equipment,1,1425.58,Debit Card,02-21-2023,Capacity
I890623,42,Male,78,Toys,1,1759.9,Cash,06-04-2023,Cevahir Mall
I644615,40,Female,19,Books,10,457.16,Debit Card,06-01-2022,Akasya Acıbadem
I839979,54,Male,68,Toys,3,2765.45,Debit Card,09-18-2023,Capacity
I523364,9,Female,66,Home Appliances,9,1245.44,Debit Card,10-23-2023,Istinye Park
I998675,67,Male,70,Garden Supplies,7,2252.7,Credit Card,03-23-2024,Marmara Forum
I499491,84,Male,25,Kitchenware,1,2759.49,Debit Card,08-03-2022,Emaar Square Mall
I387289,90,Female,72,Clothing,7,2845.62,Debit Card,08-28-2023,Akasya Acıbadem
I169337,11,Female,35,Furniture,7,1424.94,Debit Card,08-21-2023,Zorlu Center
I104412,89,Male,52,Clothing,8,383.41,Credit Card,01-28-2023,Kanyon
I763150,79,Male,53,Toys,9,2395.07,Cash,04-19-2023,Zorlu Center
I004483,41,Male,38,Healthcare,10,2622.15,Credit Card,02-01-2024,Metropol AVM
I886714,100,Male,21,Beauty,1,2472.23,Cash,07-21-2023,Mall of Istanbul
I686475,4,Male,43,Healthcare,9,2095.6,Credit Card,01-14-2024,Capacity
I346493,17,Female,59,Healthcare,5,743.97,Credit Card,12-20-2023,Marmara Forum
I577790,81,Male,40,Home Appliances,1,2179.14,Debit Card,10-05-2023,Forum Istanbul
I478214,5,Male,72,Stationery,1,1161.24,Cash,07-01-2022,Kanyon
I301354,82,Male,55,Jewelry,10,739.36,Cash,07-02-2023,Akasya Acıbadem
I589290,6,Female,43,Beauty,1,2436.08,Credit Card,06-21-2022,Forum Istanbul
I806902,56,Male,27,Garden Supplies,1,1319.91,Debit Card,01-04-2023,Metrocity
I847472,42,Female,63,Stationery,1,1804.64,Cash,05-17-2022,Metrocity
I864817,17,Female,57,Kitchenware,6,831.78,Credit Card,01-15-2023,Marmara Forum
I803251,29,Male,53,Books,2,1551.32,Debit Card,10-14-2022,Metropol AVM
I837691,47,Female,24,Books,7,1933.07,Debit Card,03-08-2024,Metrocity
I767474,15,Female,60,Jewelry,2,1890.41,Cash,11-01-2023,Istinye Park
I753584,69,Male,55,Grocery,6,274.74,Debit Card,11-05-2022,Viaport Outlet
I257111,85,Male,61,Grocery,2,1951.21,Cash,02-12-2024,Mall of Istanbul
I481453,10,Female,43,Sports Equipment,8,1829.84,Debit Card,03-02-2023,Istanbul Sapphire
I174901,97,Male,41,Shoes,7,2821.63,Credit Card,01-24-2023,Mall of Istanbul
I630598,40,Female,70,Kitchenware,3,1972.53,Cash,04-16-2023,Istinye Park
I618490,88,Male,29,Stationery,5,2632.38,Debit Card,10-17-2023,Emaar Square Mall
I049168,61,Male,40,Furniture,4,1627.38,Cash,07-01-2022,Istanbul Sapphire
I104831,77,Male,33,Beauty,9,1934.81,Credit Card,09-08-2022,Metrocity
I427170,60,Male,28,Shoes,9,663.61,Credit Card,08-13-2022,Istanbul Sapphire
I362553,83,Female,75,Stationery,10,750.86,Cash,07-07-2022,Marmara Forum
I659466,94,Female,18,Furniture,1,2619.49,Credit Card,02-29-2024,Akasya Acıbadem
I237447,13,Male,46,Beauty,10,2389.15,Cash,08-13-2023,Capacity
I555416,33,Female,19,Shoes,6,1138.0,Cash,03-26-2024,Metropol AVM
I541719,61,Female,34,Toys,10,912.32,Debit Card,09-30-2023,Optimum Outlet
I804584,11,Female,60,Kitchenware,1,99.99,Credit Card,09-30-2023,Mall of Istanbul
I061252,0,Female,79,Books,10,574.48,Cash,02-28-2023,Metrocity
I956444,6,Female,41,Books,2,1897.64,Debit Card,07-21-2023,Kanyon
I554245,5,Female,67,Kitchenware,4,1137.86,Debit Card,11-06-2023,Marmara Forum
I752546,22,Male,35,Garden Supplies,8,1509.97,Credit Card,07-01-2023,Mall of Istanbul
I570904,13,Male,37,Beauty,2,2209.09,Debit Card,01-23-2023,Zorlu Center
I623878,33,Male,49,Grocery,9,1733.55,Debit Card,09-13-2023,Emaar Square Mall
I060896,29,Female,55,Garden Supplies,9,2778.1,Cash,03-22-2024,Mall of Istanbul
I718131,65,Female,43,Sports Equipment,8,1888.69,Debit Card,07-21-2023,Istanbul Sapphire
I368201,51,Female,33,Kitchenware,7,154.87,Debit Card,10-05-2023,Metropol AVM
I565075,1,Male,46,Kitchenware,4,464.51,Cash,07-30-2023,Marmara Forum
I858768,76,Female,53,Home Appliances,2,936.28,Credit Card,09-07-2022,Cevahir Mall
I119364,92,Female,70,Electronics,6,298.73,Debit Card,05-30-2023,Metropol AVM
I897290,88,Male,49,Beauty,3,1884.73,Debit Card,06-15-2022,Zorlu Center
I748091,19,Male,38,Beauty,3,2310.7,Cash,11-07-2023,Optimum Outlet
I256976,64,Male,45,Clothing,10,760.92,Credit Card,05-04-2023,Istinye Park
I943556,22,Female,66,Toys,2,2538.32,Credit Card,06-11-2023,Kanyon
I771436,0,Male,26,Beauty,7,548.81,Debit Card,02-14-2024,Capacity
I627917,100,Female,42,Healthcare,10,1271.57,Cash,05-18-2022,Capacity
I382406,87,Male,44,Toys,8,1324.47,Debit Card,08-06-2023,Metrocity
I969423,33,Female,59,Electronics,10,1432.78,Debit Card,11-22-2022,Akasya Acıbadem
I401903,40,Male,32,Beauty,6,345.82,Cash,09-21-2022,Istanbul Sapphire
I203290,76,Female,49,Electronics,7,1979.15,Cash,05-15-2022,Cevahir Mall
I784781,85,Female,79,Healthcare,3,1104.91,Debit Card,09-19-2022,Marmara Forum
I431386,11,Female,79,Garden Supplies,10,1109.4,Credit Card,05-11-2023,Mall of Istanbul
I495558,25,Female,55,Garden Supplies,5,1274.15,Cash,10-28-2022,Mall of Istanbul
I722281,23,Female,64,Kitchenware,1,2775.03,Debit Card,12-02-2022,Forum Istanbul
I626195,76,Female,54,Home Appliances,9,1311.0,Debit Card,05-05-2022,Forum Istanbul
I882781,71,Female,43,Electronics,5,176.76,Cash,01-31-2024,Kanyon
I999880,53,Male,57,Shoes,1,189.84,Credit Card,02-02-2023,Istinye Park
I228205,34,Female,55,Toys,3,2444.82,Credit Card,07-26-2022,Optimum Outlet
I466834,3,Male,76,Electronics,1,2601.73,Credit Card,10-02-2023,Marmara Forum
I996431,2,Male,58,Electronics,4,805.55,Debit Card,06-27-2023,Emaar Square Mall
I911444,93,Female,59,Jewelry,9,126.26,Debit Card,10-06-2022,Istanbul Sapphire
I522844,18,Male,22,Stationery,2,174.6,Credit Card,12-13-2023,Mall of Istanbul
I124458,64,Male,65,Healthcare,10,2816.33,Debit Card,12-03-2023,Istanbul Sapphire
I821777,83,Female,30,Kitchenware,7,753.75,Debit Card,06-03-2022,Zorlu Center
I266754,62,Female,47,Stationery,1,2770.79,Credit Card,09-30-2023,Metrocity
I635603,73,Female,62,Garden Supplies,3,2536.11,Credit Card,05-03-2022,Metropol AVM
I254607,45,Male,35,Garden Supplies,7,1978.54,Credit Card,12-05-2023,Forum Istanbul
I788749,43,Female,32,Garden Supplies,9,1460.9,Debit Card,11-08-2022,Viaport Outlet
I116302,59,Female,32,Healthcare,2,2300.15,Debit Card,04-08-2023,Istinye Park
I188731,99,Female,68,Jewelry,5,1427.93,Debit Card,08-05-2023,Cevahir Mall
I861875,79,Female,20,Toys,1,1199.8,Credit Card,03-06-2024,Akasya Acıbadem
I391012,20,Female,39,Beauty,1,936.1,Debit Card,06-11-2022,Metropol AVM
I121068,19,Female,74,Garden Supplies,4,753.71,Debit Card,03-04-2024,Cevahir Mall
I280522,49,Male,51,Grocery,1,555.52,Cash,04-24-2023,Marmara Forum
I176397,17,Male,67,Books,2,1524.24,Credit Card,03-23-2023,Viaport Outlet
I703626,40,Female,32,Beauty,2,475.1,Credit Card,01-27-2023,Cevahir Mall
I439373,94,Female,29,Beauty,6,1936.16,Cash,07-05-2023,Istanbul Sapphire
I407615,17,Male,21,Home Appliances,6,511.91,Cash,01-15-2024,Metrocity
I395857,44,Male,57,Kitchenware,10,1445.91,Debit Card,09-08-2022,Optimum Outlet
I276494,40,Male,40,Shoes,1,439.06,Debit Card,07-18-2022,Capacity
I165205,43,Female,61,Grocery,3,2680.17,Credit Card,04-02-2024,Zorlu Center
I706581,46,Male,19,Home Appliances,2,2238.07,Cash,03-26-2024,Zorlu Center
I690562,67,Female,73,Healthcare,10,1426.5,Credit Card,11-20-2022,Emaar Square Mall
I369009,64,Female,52,Clothing,10,2259.87,Debit Card,04-08-2023,Istanbul Sapphire
I661511,53,Female,72,Shoes,2,2435.54,Cash,03-24-2024,Istanbul Sapphire
I353707,51,Male,64,Sports Equipment,10,1169.57,Cash,09-29-2023,Zorlu Center
I790295,1,Male,64,Sports Equipment,4,1825.29,Debit Card,03-27-2024,Viaport Outlet
I251737,73,Male,73,Shoes,9,2868.78,Debit Card,05-15-2022,Zorlu Center
I995467,25,Male,39,Shoes,3,2923.5,Cash,11-16-2023,Optimum Outlet
I712859,8,Male,53,Sports Equipment,8,119.58,Cash,04-03-2023,Viaport Outlet
I630023,85,Female,29,Jewelry,7,1416.82,Debit Card,02-07-2023,Kanyon
I531376,80,Female,51,Electronics,6,497.44,Debit Card,08-14-2023,Zorlu Center
I041988,48,Male,58,Beauty,4,2715.49,Credit Card,11-14-2023,Metrocity
I730113,16,Female,37,Healthcare,10,2041.85,Debit Card,10-12-2022,Metropol AVM
I558083,92,Male,18,Beauty,2,939.16,Cash,01-14-2023,Viaport Outlet
I934901,38,Male,46,Grocery,8,2634.98,Debit Card,05-08-2022,Akasya Acıbadem
I401994,14,Male,62,Jewelry,8,1992.56,Cash,01-31-2024,Zorlu Center
I794157,48,Male,29,Beauty,2,886.91,Debit Card,07-20-2023,Istanbul Sapphire
I344581,19,Male,62,Books,9,2441.22,Debit Card,08-25-2023,Akasya Acıbadem
I259172,66,Female,47,Garden Supplies,1,2234.26,Debit Card,08-02-2023,Istanbul Sapphire
I157846,94,Male,78,Books,10,1751.13,Credit Card,10-24-2022,Metrocity
I514439,85,Female,57,Shoes,1,2037.7,Cash,03-12-2023,Marmara Forum
I233161,25,Female,23,Toys,3,2092.88,Credit Card,11-28-2023,Optimum Outlet
I189918,19,Male,59,Toys,10,1057.07,Debit Card,10-18-2022,Cevahir Mall
I065176,93,Male,39,Garden Supplies,5,68.44,Credit Card,02-11-2023,Istinye Park
I177447,22,Male,29,Garden Supplies,8,1087.46,Credit Card,06-17-2022,Kanyon
I112251,74,Male,32,Grocery,2,1116.69,Credit Card,05-19-2022,Mall of Istanbul
I998523,29,Female,24,Healthcare,2,2927.42,Cash,10-17-2023,Cevahir Mall
I780574,40,Male,74,Beauty,5,2352.66,Cash,04-13-2023,Marmara Forum
I028735,66,Male,75,Furniture,8,1959.03,Cash,07-14-2022,Forum Istanbul
I512429,100,Female,26,Beauty,1,2596.29,Debit Card,05-22-2022,Istanbul Sapphire
I106208,38,Female,24,Sports Equipment,8,1981.9,Credit Card,07-10-2023,Akasya Acıbadem
I086252,49,Male,47,Home Appliances,10,2803.65,Debit Card,02-01-2024,Forum Istanbul
I608696,76,Male,75,Books,9,2584.57,Cash,07-28-2023,Viaport Outlet
I660614,1,Male,34,Stationery,10,50.8,Cash,12-05-2022,Istinye Park
I534166,31,Male,45,Books,3,2807.96,Cash,11-17-2023,Istanbul Sapphire
I043720,16,Female,59,Grocery,2,1387.32,Debit Card,09-21-2023,Istanbul Sapphire
I979841,39,Female,65,Shoes,2,708.99,Cash,11-24-2023,Istinye Park
I495996,83,Male,70,Healthcare,4,2457.21,Debit Card,08-03-2022,Istanbul Sapphire
I595364,77,Female,36,Clothing,6,173.42,Debit Card,11-05-2023,Forum Istanbul
I132346,62,Female,35,Kitchenware,3,2993.83,Debit Card,04-02-2024,Metrocity
I785204,69,Male,63,Beauty,6,2248.39,Credit Card,03-01-2023,Istanbul Sapphire
I842599,48,Male,38,Sports Equipment,6,1652.0,Credit Card,02-24-2023,Metrocity
I272547,24,Female,55,Furniture,8,2042.82,Debit Card,09-14-2023,Emaar Square Mall
I884656,90,Female,73,Jewelry,6,2244.62,Credit Card,11-28-2023,Istanbul Sapphire
I036308,56,Female,78,Kitchenware,9,1641.88,Cash,09-14-2023,Zorlu Center
I653843,71,Female,59,Garden Supplies,10,558.72,Debit Card,07-12-2023,Kanyon
I823115,83,Male,73,Electronics,1,403.18,Debit Card,06-28-2023,Viaport Outlet
I080995,66,Female,66,Clothing,2,2957.77,Debit Card,07-15-2023,Metrocity
I389283,28,Male,36,Sports Equipment,2,467.4,Cash,12-05-2022,Istinye Park
I603786,84,Male,59,Books,5,1722.82,Cash,08-19-2023,Cevahir Mall
I033454,35,Male,24,Jewelry,2,1801.03,Debit Card,04-04-2024,Mall of Istanbul
I241612,82,Male,77,Sports Equipment,6,1701.34,Credit Card,11-21-2023,Capacity
I439694,72,Male,28,Garden Supplies,10,1397.66,Cash,06-25-2023,Emaar Square Mall
I946199,8,Male,68,Sports Equipment,1,1834.28,Debit Card,10-15-2023,Mall of Istanbul
I126477,89,Female,66,Furniture,4,2791.87,Cash,03-22-2023,Cevahir Mall
I708624,20,Male,42,Furniture,10,1265.64,Debit Card,11-18-2023,Capacity
I563723,60,Female,20,Jewelry,5,2871.17,Credit Card,04-18-2023,Capacity
I782795,72,Female,51,Books,7,2062.27,Cash,10-25-2022,Capacity
I988515,0,Male,69,Grocery,1,1112.91,Cash,08-28-2023,Forum Istanbul
I391554,24,Female,36,Sports Equipment,10,943.02,Debit Card,03-01-2023,Mall of Istanbul
I288077,3,Male,57,Electronics,5,2603.84,Cash,04-08-2023,Zorlu Center
I851458,91,Male,26,Jewelry,3,1640.06,Cash,01-25-2024,Forum Istanbul
I618520,37,Male,57,Jewelry,3,91.0,Cash,03-01-2023,Capacity
I779091,79,Female,54,Garden Supplies,9,533.79,Cash,11-26-2022,Viaport Outlet
I169279,95,Female,57,Home Appliances,8,1506.16,Credit Card,08-23-2022,Optimum Outlet
I557908,26,Female,29,Grocery,8,2604.21,Credit Card,05-26-2022,Viaport Outlet
I378144,91,Male,29,Home Appliances,4,2604.59,Debit Card,03-14-2024,Optimum Outlet
I038999,19,Male,59,Garden Supplies,6,1585.8,Cash,02-13-2024,Capacity
I057651,90,Female,42,Clothing,7,1100.9,Cash,01-03-2023,Kanyon
I844353,54,Male,37,Stationery,10,1702.3,Credit Card,07-18-2022,Istanbul Sapphire
I927634,46,Female,21,Healthcare,5,2534.11,Debit Card,03-22-2024,Zorlu Center
I201652,23,Female,56,Garden Supplies,5,1719.13,Credit Card,04-08-2024,Metropol AVM
I329428,89,Female,44,Home Appliances,10,2597.68,Debit Card,01-06-2023,Cevahir Mall
I406691,88,Male,53,Kitchenware,7,2685.47,Cash,08-18-2023,Marmara Forum
I531344,38,Male,31,Sports Equipment,3,112.25,Cash,04-22-2024,Mall of Istanbul
I496419,53,Female,43,Clothing,2,802.71,Cash,07-23-2022,Mall of Istanbul
I091286,56,Male,19,Kitchenware,10,2021.49,Cash,11-03-2023,Istinye Park
I471013,4,Female,25,Grocery,1,2665.46,Credit Card,09-15-2023,Kanyon
I260481,21,Female,51,Kitchenware,9,826.69,Debit Card,06-10-2022,Mall of Istanbul
I060169,33,Male,45,Books,3,2761.71,Cash,09-14-2023,Kanyon
I293707,30,Female,65,Electronics,6,637.9,Cash,09-04-2022,Akasya Acıbadem
I421252,87,Female,77,Sports Equipment,7,2986.2,Credit Card,02-10-2024,Optimum Outlet
I633238,16,Male,57,Electronics,5,638.41,Cash,09-13-2022,Emaar Square Mall
I717775,65,Male,42,Shoes,5,2701.03,Debit Card,02-06-2023,Istinye Park
I296636,23,Male,36,Beauty,1,2511.04,Debit Card,08-22-2023,Istinye Park
I197518,98,Male,69,Stationery,5,2556.26,Cash,04-15-2024,Cevahir Mall
I095052,34,Male,39,Sports Equipment,5,383.87,Cash,03-03-2024,Cevahir Mall
I685243,39,Male,49,Jewelry,8,2338.02,Credit Card,05-21-2023,Akasya Acıbadem
I124251,24,Male,24,Shoes,7,2310.82,Cash,11-16-2022,Emaar Square Mall
I651848,34,Female,62,Jewelry,10,2908.21,Debit Card,08-30-2023,Cevahir Mall
I924668,47,Female,26,Books,7,617.34,Credit Card,09-09-2022,Istinye Park
I402897,25,Male,43,Toys,2,2914.73,Credit Card,04-06-2024,Istinye Park
I344591,45,Male,39,Electronics,10,2946.15,Debit Card,12-22-2022,Metrocity
I070827,77,Male,64,Grocery,6,278.49,Cash,12-16-2022,Akasya Acıbadem
I985790,23,Male,35,Books,8,945.25,Debit Card,11-24-2022,Kanyon
I258617,62,Female,37,Furniture,10,465.39,Cash,10-20-2022,Istanbul Sapphire
I084389,63,Male,64,Grocery,5,2499.28,Cash,05-19-2023,Metrocity
I178910,54,Female,45,Healthcare,1,226.42,Cash,12-14-2023,Optimum Outlet
I222658,95,Female,73,Books,6,572.83,Credit Card,11-06-2023,Optimum Outlet
I481015,20,Female,56,Sports Equipment,10,569.99,Cash,04-25-2023,Marmara Forum
I047900,61,Male,65,Books,3,1975.24,Debit Card,11-10-2022,Marmara Forum
I111196,47,Male,48,Stationery,5,1976.13,Credit Card,10-12-2023,Istinye Park
I072739,19,Male,50,Toys,4,1727.71,Cash,02-25-2023,Istinye Park
I397287,0,Male,34,Books,1,886.42,Credit Card,05-30-2023,Akasya Acıbadem
I914204,90,Female,71,Shoes,9,2455.66,Cash,09-19-2022,Marmara Forum
I867430,24,Female,19,Electronics,4,2393.85,Credit Card,09-06-2022,Capacity
I449971,5,Male,75,Toys,4,810.21,Cash,10-08-2023,Emaar Square Mall
I073732,7,Male,79,Sports Equipment,1,309.35,Credit Card,11-05-2022,Optimum Outlet
I005658,70,Female,24,Sports Equipment,1,243.67,Credit Card,09-05-2022,Viaport Outlet
I566475,60,Male,22,Shoes,2,2085.73,Credit Card,12-29-2023,Viaport Outlet
I124317,19,Female,79,Clothing,8,2199.81,Cash,10-16-2023,Forum Istanbul
I702228,96,Female,51,Sports Equipment,6,2067.01,Credit Card,12-17-2023,Capacity
I812485,29,Female,19,Garden Supplies,2,1749.5,Cash,04-19-2024,Metropol AVM
I879164,13,Female,64,Stationery,3,1602.65,Debit Card,04-07-2023,Marmara Forum
I375690,57,Male,60,Jewelry,3,439.38,Debit Card,12-25-2022,Emaar Square Mall
I453364,93,Female,50,Stationery,1,1853.35,Cash,05-09-2023,Metrocity
I524146,87,Male,55,Beauty,9,1294.48,Debit Card,05-04-2022,Metropol AVM
I778833,57,Male,32,Garden Supplies,2,2257.84,Cash,04-29-2022,Forum Istanbul
I143274,33,Female,22,Stationery,1,2769.57,Credit Card,11-07-2023,Akasya Acıbadem
I045161,2,Female,44,Jewelry,7,152.09,Credit Card,12-20-2023,Istanbul Sapphire
I141565,50,Male,45,Toys,5,1939.57,Credit Card,08-30-2023,Akasya Acıbadem
I561086,23,Female,32,Stationery,4,2618.1,Cash,08-16-2022,Cevahir Mall
I087579,76,Male,72,Sports Equipment,5,504.65,Cash,05-09-2023,Cevahir Mall
I451935,62,Female,54,Beauty,3,1835.04,Debit Card,04-28-2023,Istanbul Sapphire
I566658,90,Male,53,Books,7,1215.81,Cash,06-23-2023,Istinye Park
I535675,16,Male,38,Electronics,4,1501.04,Debit Card,07-18-2022,Istanbul Sapphire
I553814,21,Female,79,Beauty,2,1793.45,Credit Card,02-08-2024,Metropol AVM
I598697,67,Male,68,Stationery,5,2603.14,Cash,09-16-2022,Marmara Forum
I323708,60,Female,66,Books,9,2310.28,Credit Card,03-06-2023,Cevahir Mall
I340269,25,Female,56,Sports Equipment,9,2503.37,Cash,10-20-2023,Zorlu Center
I691503,70,Female,63,Stationery,7,2966.14,Debit Card,10-07-2022,Istanbul Sapphire
I220807,90,Male,51,Books,6,1252.06,Debit Card,02-13-2024,Capacity
I061530,33,Female,19,Clothing,5,1182.63,Debit Card,06-02-2022,Istinye Park
I837366,42,Male,42,Books,3,1933.17,Debit Card,02-03-2023,Zorlu Center
I735282,9,Female,30,Garden Supplies,6,2944.63,Credit Card,11-01-2023,Forum Istanbul
I783048,13,Female,48,Electronics,6,2212.7,Cash,12-27-2022,Marmara Forum
I271314,48,Female,67,Jewelry,7,2598.59,Cash,03-03-2023,Forum Istanbul
I711875,10,Female,80,Stationery,6,2516.66,Debit Card,07-24-2023,Forum Istanbul
I530326,33,Male,25,Shoes,8,713.08,Cash,04-09-2023,Mall of Istanbul
I837167,13,Male,79,Sports Equipment,3,2536.43,Cash,09-07-2023,Kanyon
I583463,26,Male,66,Furniture,10,335.43,Debit Card,01-11-2023,Cevahir Mall
I135997,90,Male,67,Stationery,5,1180.26,Credit Card,01-30-2023,Metrocity
I478826,42,Female,53,Home Appliances,4,2996.06,Credit Card,01-11-2023,Zorlu Center
I669184,77,Male,74,Healthcare,6,2897.22,Credit Card,12-24-2023,Akasya Acıbadem
I950901,85,Female,80,Home Appliances,10,2250.83,Cash,04-10-2024,Marmara Forum
I180187,61,Male,59,Stationery,8,199.39,Credit Card,12-12-2023,Viaport Outlet
I793786,54,Male,34,Stationery,9,1722.87,Debit Card,10-12-2022,Zorlu Center
I499830,46,Female,43,Sports Equipment,7,2875.62,Credit Card,01-29-2024,Viaport Outlet
I852649,48,Male,38,Sports Equipment,3,1345.54,Debit Card,07-05-2023,Capacity
I361921,67,Female,50,Home Appliances,5,2010.77,Debit Card,02-25-2023,Kanyon
I491299,66,Male,50,Healthcare,1,2031.47,Credit Card,12-12-2022,Marmara Forum
I135109,64,Female,79,Shoes,9,2522.81,Cash,07-05-2023,Cevahir Mall
I323931,71,Female,69,Garden Supplies,3,2429.28,Credit Card,07-24-2023,Kanyon
I711377,88,Male,42,Jewelry,3,950.51,Debit Card,01-31-2024,Emaar Square Mall
I916521,26,Male,42,Beauty,10,2673.05,Cash,03-12-2023,Istinye Park
I041849,27,Male,75,Kitchenware,7,2182.26,Cash,03-08-2023,Akasya Acıbadem
I604601,100,Female,35,Kitchenware,2,2236.49,Debit Card,05-04-2023,Mall of Istanbul
I961866,79,Female,42,Garden Supplies,4,2156.27,Credit Card,06-17-2022,Metrocity
I493837,18,Female,65,Home Appliances,6,1433.62,Cash,08-07-2023,Zorlu Center
I366844,57,Female,66,Clothing,1,2016.75,Debit Card,07-30-2022,Marmara Forum
I261110,81,Female,50,Jewelry,4,202.73,Debit Card,10-03-2023,Cevahir Mall
I253090,39,Female,39,Garden Supplies,1,205.06,Debit Card,02-18-2023,Capacity
I055618,10,Female,22,Electronics,5,1732.38,Debit Card,06-02-2022,Emaar Square Mall
I467084,11,Female,68,Kitchenware,4,2503.14,Cash,04-30-2023,Marmara Forum
I552335,8,Female,46,Beauty,4,1865.04,Debit Card,04-07-2024,Metrocity
I832184,22,Female,46,Toys,7,2258.22,Credit Card,11-21-2022,Cevahir Mall
I180686,42,Male,52,Beauty,2,1827.94,Debit Card,05-25-2022,Zorlu Center
I490990,37,Male,71,Jewelry,10,2625.68,Credit Card,11-22-2022,Metropol AVM
I288106,18,Male,23,Healthcare,6,1979.57,Credit Card,01-16-2023,Capacity
I297150,61,Male,57,Books,7,1838.96,Credit Card,08-18-2022,Marmara Forum
I545012,97,Female,58,Garden Supplies,6,2048.36,Debit Card,11-07-2023,Capacity
I591684,22,Female,73,Stationery,8,432.99,Cash,11-18-2023,Emaar Square Mall
I153958,39,Male,36,Grocery,1,2313.54,Credit Card,04-14-2023,Viaport Outlet
I119052,26,Male,75,Toys,8,2438.98,Cash,03-16-2024,Istinye Park
I829552,97,Male,47,Clothing,10,2734.35,Debit Card,04-23-2023,Metropol AVM
I163296,49,Male,76,Grocery,5,270.94,Credit Card,04-09-2024,Zorlu Center
I420624,58,Female,39,Grocery,9,2996.53,Debit Card,02-23-2023,Kanyon
I050032,60,Male,57,Kitchenware,4,1621.06,Credit Card,01-24-2023,Cevahir Mall
I610477,59,Male,44,Kitchenware,1,257.8,Credit Card,03-06-2023,Capacity
I299031,17,Female,41,Garden Supplies,9,192.86,Credit Card,01-28-2023,Kanyon
I443892,43,Male,61,Books,9,2635.32,Credit Card,06-21-2022,Kanyon
I333140,28,Female,73,Books,8,414.33,Cash,01-02-2023,Forum Istanbul
I223487,82,Male,52,Jewelry,4,1439.12,Cash,01-25-2023,Zorlu Center
I085100,63,Male,76,Stationery,8,2722.64,Cash,07-13-2023,Emaar Square Mall
I515596,15,Male,53,Grocery,5,827.54,Credit Card,07-08-2023,Viaport Outlet
I952074,46,Female,34,Beauty,10,80.24,Cash,04-10-2023,Istanbul Sapphire
I429883,53,Female,38,Shoes,2,1674.22,Credit Card,01-14-2023,Istinye Park
I650011,17,Female,31,Sports Equipment,6,2812.86,Credit Card,05-04-2023,Capacity
I769391,31,Female,18,Clothing,5,1966.8,Credit Card,07-09-2023,Kanyon
I813771,75,Female,25,Electronics,9,2066.14,Credit Card,01-15-2024,Marmara Forum
I470799,11,Male,32,Clothing,6,771.13,Credit Card,03-31-2024,Mall of Istanbul
